platform_project_reference,datacenter_reference,platform_reference_id,platform_guid,platform_type,platform_depth,platform_name,latitude,longitude
CASC,nep,CASC_HD067,nepCASCCASC_HD067,Underwater mooring,396.8,CASC_HD067,45.05377,-124.56521
CASC,nep,CASC_HD068,nepCASCCASC_HD068,Underwater mooring,404.2,CASC_HD068,45.05389,-124.5732
CASC,nep,CASC_HD069,nepCASCCASC_HD069,Underwater mooring,411.5,CASC_HD069,45.05391,-124.58157
CASC,nep,CASC_HD070,nepCASCCASC_HD070,Underwater mooring,420.6,CASC_HD070,45.05375,-124.5897
CASC,nep,CASC_HD071,nepCASCCASC_HD071,Underwater mooring,427.9,CASC_HD071,45.05398,-124.59789
CCSALMON,nep,BURIAL_HO1,nepCCSALMONBURIAL_HO1,Underwater mooring,13.411,BURIAL_HO1,48.76977,-123.56252
CCSALMON,nep,BURIAL_HO2,nepCCSALMONBURIAL_HO2,Underwater mooring,19.202,BURIAL_HO2,48.76995,-123.56323
CCSALMON,nep,BURIAL_HO3,nepCCSALMONBURIAL_HO3,Underwater mooring,12.497,BURIAL_HO3,48.76878,-123.5641
CCSALMON,nep,MB_BUOY,nepCCSALMONMB_BUOY,Underwater mooring,4.877,MB_BUOY,48.8212,-123.5913
CCSALMON,nep,NREEF_HO1,nepCCSALMONNREEF_HO1,Underwater mooring,8.839,NREEF_HO1,48.91187,-123.62383
CCSALMON,nep,NREEF_HO2,nepCCSALMONNREEF_HO2,Underwater mooring,20.726,NREEF_HO2,48.91335,-123.62723
CCSALMON,nep,NREEF_HO3,nepCCSALMONNREEF_HO3,Underwater mooring,22.86,NREEF_HO3,48.91522,-123.62913
CCSALMON,nep,NREEF_HO4,nepCCSALMONNREEF_HO4,Underwater mooring,24.689,NREEF_HO4,48.91608,-123.62818
CCSALMON,nep,NREEF_HO5,nepCCSALMONNREEF_HO5,Underwater mooring,21.641,NREEF_HO5,48.91622,-123.62815
CCSALMON,nep,SAN_DOCK,nepCCSALMONSAN_DOCK,Underwater mooring,7.01,SAN_DOCK,48.78645,-123.56185
CCSALMON,nep,SAN_N_01,nepCCSALMONSAN_N_01,Underwater mooring,171.9072,SAN_N_01,48.84485,-123.57557
CCSALMON,nep,SAN_N_02,nepCCSALMONSAN_N_02,Underwater mooring,162.7632,SAN_N_02,48.84467,-123.58548
CCSALMON,nep,SAN_S_01,nepCCSALMONSAN_S_01,Underwater mooring,58.5216,SAN_S_01,48.74702,-123.55591
CCSALMON,nep,SAN_S_02,nepCCSALMONSAN_S_02,Underwater mooring,102.4128,SAN_S_02,48.74691,-123.56457
CCSALMON,nep,SAT_01,nepCCSALMONSAT_01,Underwater mooring,69.4944,SAT_01,48.6997,-123.47105
CCSALMON,nep,SAT_02,nepCCSALMONSAT_02,Underwater mooring,76.8096,SAT_02,48.70547,-123.47437
CCSALMON,nep,SAT_03,nepCCSALMONSAT_03,Underwater mooring,76.8096,SAT_03,48.7119,-123.47713
CCSALMON,nep,STU_01,nepCCSALMONSTU_01,Underwater mooring,111.5568,STU_01,48.9002,-123.59795
CCSALMON,nep,STU_02,nepCCSALMONSTU_02,Underwater mooring,171.9072,STU_02,48.89639,-123.60509
CCSALMON,nep,STU_03,nepCCSALMONSTU_03,Underwater mooring,181.0512,STU_03,48.89206,-123.6124
CCSALMON,nep,STU_04,nepCCSALMONSTU_04,Underwater mooring,142.6464,STU_04,48.8881,-123.62041
CCSALMON,nep,STU_05,nepCCSALMONSTU_05,Underwater mooring,65.8368,STU_05,48.8842,-123.62735
COLR,nep,COLR-RKm22.5_01,nepCOLRCOLR-RKm22.5_01,Underwater mooring,3,COLR-RKm22.5_01,46.19125,-123.85072
COLR,nep,COLR-RKm22.5_02,nepCOLRCOLR-RKm22.5_02,Underwater mooring,7.9,COLR-RKm22.5_02,46.19186,-123.85072
COLR,nep,COLR-RKm22.5_03,nepCOLRCOLR-RKm22.5_03,Underwater mooring,20.4,COLR-RKm22.5_03,46.19337,-123.85087
COLR,nep,COLR-RKm22.5_04,nepCOLRCOLR-RKm22.5_04,Underwater mooring,30.5,COLR-RKm22.5_04,46.19465,-123.85161
COLR,nep,COLR-RKm22.5_05,nepCOLRCOLR-RKm22.5_05,Underwater mooring,14.9,COLR-RKm22.5_05,46.19508,-123.85218
COLR,nep,COLR-RKm22.5_06,nepCOLRCOLR-RKm22.5_06,Underwater mooring,1.2,COLR-RKm22.5_06,46.1967,-123.85272
COLR,nep,COLR-RKm22.5_07,nepCOLRCOLR-RKm22.5_07,Underwater mooring,Null,COLR-RKm22.5_07,46.19761,-123.85367
COLR,nep,COLR-RKm22.5_08,nepCOLRCOLR-RKm22.5_08,Underwater mooring,Null,COLR-RKm22.5_08,46.19842,-123.85367
COLR,nep,COLR-RKm22.5_09,nepCOLRCOLR-RKm22.5_09,Underwater mooring,Null,COLR-RKm22.5_09,46.19941,-123.85394
COLR,nep,COLR-RKm22.5_10,nepCOLRCOLR-RKm22.5_10,Underwater mooring,Null,COLR-RKm22.5_10,46.20028,-123.85469
COLR,nep,COLR-RKm22.5_11,nepCOLRCOLR-RKm22.5_11,Underwater mooring,Null,COLR-RKm22.5_11,46.2007,-123.85471
COLR,nep,COLR-RKm22.5_12,nepCOLRCOLR-RKm22.5_12,Underwater mooring,Null,COLR-RKm22.5_12,46.20106,-123.85448
COLR,nep,COLR-RKm22.5_13,nepCOLRCOLR-RKm22.5_13,Underwater mooring,0.9,COLR-RKm22.5_13,46.20143,-123.85533
COLR,nep,COLR-RKm22.5_14,nepCOLRCOLR-RKm22.5_14,Underwater mooring,Null,COLR-RKm22.5_14,46.20195,-123.85537
COLR,nep,COLR-RKm22.5_15,nepCOLRCOLR-RKm22.5_15,Underwater mooring,0,COLR-RKm22.5_15,46.20235,-123.85551
COLR,nep,COLR-RKm22.5_16,nepCOLRCOLR-RKm22.5_16,Underwater mooring,0,COLR-RKm22.5_16,46.20311,-123.8557
COLR,nep,COLR-RKm22.5_17,nepCOLRCOLR-RKm22.5_17,Underwater mooring,0,COLR-RKm22.5_17,46.20408,-123.85635
COLR,nep,COLR-RKm22.5_18,nepCOLRCOLR-RKm22.5_18,Underwater mooring,0,COLR-RKm22.5_18,46.20488,-123.85674
COLR,nep,COLR-RKm22.5_19,nepCOLRCOLR-RKm22.5_19,Underwater mooring,0,COLR-RKm22.5_19,46.20567,-123.85714
COLR,nep,COLR-RKm22.5_20,nepCOLRCOLR-RKm22.5_20,Underwater mooring,0,COLR-RKm22.5_20,46.20647,-123.85751
COLR,nep,COLR-RKm22.5_21,nepCOLRCOLR-RKm22.5_21,Underwater mooring,0,COLR-RKm22.5_21,46.20732,-123.85802
COLR,nep,COLR-RKm22.5_22,nepCOLRCOLR-RKm22.5_22,Underwater mooring,0,COLR-RKm22.5_22,46.20818,-123.85835
COLR,nep,COLR-RKm22.5_23,nepCOLRCOLR-RKm22.5_23,Underwater mooring,0,COLR-RKm22.5_23,46.209,-123.85879
COLR,nep,COLR-RKm22.5_24,nepCOLRCOLR-RKm22.5_24,Underwater mooring,0,COLR-RKm22.5_24,46.20977,-123.85924
COLR,nep,COLR-RKm22.5_25,nepCOLRCOLR-RKm22.5_25,Underwater mooring,3,COLR-RKm22.5_25,46.21065,-123.8597
COLR,nep,COLR-RKm22.5_26,nepCOLRCOLR-RKm22.5_26,Underwater mooring,3,COLR-RKm22.5_26,46.2115,-123.85988
COLR,nep,COLR-RKm22.5_27,nepCOLRCOLR-RKm22.5_27,Underwater mooring,3.4,COLR-RKm22.5_27,46.21225,-123.86035
COLR,nep,COLR-RKm22.5_28,nepCOLRCOLR-RKm22.5_28,Underwater mooring,3.4,COLR-RKm22.5_28,46.21317,-123.86076
COLR,nep,COLR-RKm22.5_29,nepCOLRCOLR-RKm22.5_29,Underwater mooring,3.4,COLR-RKm22.5_29,46.21412,-123.86131
COLR,nep,COLR-RKm22.5_30,nepCOLRCOLR-RKm22.5_30,Underwater mooring,5.2,COLR-RKm22.5_30,46.21472,-123.86177
COLR,nep,COLR-RKm22.5_31,nepCOLRCOLR-RKm22.5_31,Underwater mooring,6.4,COLR-RKm22.5_31,46.21561,-123.86177
COLR,nep,COLR-RKm22.5_32,nepCOLRCOLR-RKm22.5_32,Underwater mooring,6.1,COLR-RKm22.5_32,46.21663,-123.8625
COLR,nep,COLR-RKm22.5_33,nepCOLRCOLR-RKm22.5_33,Underwater mooring,5.8,COLR-RKm22.5_33,46.21722,-123.86288
COLR,nep,COLR-RKm22.5_34,nepCOLRCOLR-RKm22.5_34,Underwater mooring,5.5,COLR-RKm22.5_34,46.21803,-123.8635
COLR,nep,COLR-RKm22.5_35,nepCOLRCOLR-RKm22.5_35,Underwater mooring,5.8,COLR-RKm22.5_35,46.21897,-123.864
COLR,nep,COLR-RKm22.5_36,nepCOLRCOLR-RKm22.5_36,Underwater mooring,8.2,COLR-RKm22.5_36,46.21971,-123.86421
COLR,nep,COLR-RKm22.5_37,nepCOLRCOLR-RKm22.5_37,Underwater mooring,8.8,COLR-RKm22.5_37,46.22058,-123.86475
COLR,nep,COLR-RKm22.5_38,nepCOLRCOLR-RKm22.5_38,Underwater mooring,7.9,COLR-RKm22.5_38,46.22139,-123.86514
COLR,nep,COLR-RKm22.5_39,nepCOLRCOLR-RKm22.5_39,Underwater mooring,6.7,COLR-RKm22.5_39,46.22221,-123.86559
COLR,nep,COLR-RKm22.5_40,nepCOLRCOLR-RKm22.5_40,Underwater mooring,6.7,COLR-RKm22.5_40,46.223,-123.86598
COLR,nep,COLR-RKm22.5_41,nepCOLRCOLR-RKm22.5_41,Underwater mooring,6.4,COLR-RKm22.5_41,46.22382,-123.86641
COLR,nep,COLR-RKm22.5_42,nepCOLRCOLR-RKm22.5_42,Underwater mooring,6.1,COLR-RKm22.5_42,46.22467,-123.86679
COLR,nep,COLR-RKm22.5_43,nepCOLRCOLR-RKm22.5_43,Underwater mooring,6.1,COLR-RKm22.5_43,46.22545,-123.86731
COLR,nep,COLR-RKm22.5_44,nepCOLRCOLR-RKm22.5_44,Underwater mooring,6.1,COLR-RKm22.5_44,46.2263,-123.86766
COLR,nep,COLR-RKm22.5_45,nepCOLRCOLR-RKm22.5_45,Underwater mooring,5.8,COLR-RKm22.5_45,46.22717,-123.86812
COLR,nep,COLR-RKm22.5_46,nepCOLRCOLR-RKm22.5_46,Underwater mooring,3.7,COLR-RKm22.5_46,46.22793,-123.86848
COLR,nep,COLR-RKm22.5_47,nepCOLRCOLR-RKm22.5_47,Underwater mooring,4.9,COLR-RKm22.5_47,46.22887,-123.86918
COLR,nep,COLR-RKm22.5_48,nepCOLRCOLR-RKm22.5_48,Underwater mooring,6.7,COLR-RKm22.5_48,46.22963,-123.86938
COLR,nep,COLR-RKm22.5_49,nepCOLRCOLR-RKm22.5_49,Underwater mooring,11.6,COLR-RKm22.5_49,46.23039,-123.86983
COLR,nep,COLR-RKm22.5_50,nepCOLRCOLR-RKm22.5_50,Underwater mooring,10.7,COLR-RKm22.5_50,46.23082,-123.87008
COLR,nep,COLR-RKm22.5_51,nepCOLRCOLR-RKm22.5_51,Underwater mooring,12.5,COLR-RKm22.5_51,46.23173,-123.87057
COLR,nep,COLR-RKm22.5_52,nepCOLRCOLR-RKm22.5_52,Underwater mooring,15.5,COLR-RKm22.5_52,46.23253,-123.87093
COLR,nep,COLR-RKm22.5_53,nepCOLRCOLR-RKm22.5_53,Underwater mooring,17.1,COLR-RKm22.5_53,46.23314,-123.87122
COLR,nep,COLR-RKm22.5_54,nepCOLRCOLR-RKm22.5_54,Underwater mooring,18.9,COLR-RKm22.5_54,46.23394,-123.8715
COLR,nep,COLR-RKm22.5_55,nepCOLRCOLR-RKm22.5_55,Underwater mooring,22.3,COLR-RKm22.5_55,46.23485,-123.87198
COLR,nep,COLR-RKm22.5_56,nepCOLRCOLR-RKm22.5_56,Underwater mooring,22.9,COLR-RKm22.5_56,46.23572,-123.87248
COLR,nep,COLR-RKm22.5_57,nepCOLRCOLR-RKm22.5_57,Underwater mooring,24.4,COLR-RKm22.5_57,46.23674,-123.87303
COLR,nep,COLR-RKm22.5_58,nepCOLRCOLR-RKm22.5_58,Underwater mooring,20.4,COLR-RKm22.5_58,46.23756,-123.87325
COLR,nep,COLR-RKm22.5_59,nepCOLRCOLR-RKm22.5_59,Underwater mooring,21.3,COLR-RKm22.5_59,46.23852,-123.87389
COLR,nep,COLR-RKm22.5_60,nepCOLRCOLR-RKm22.5_60,Underwater mooring,18.6,COLR-RKm22.5_60,46.23954,-123.87424
COLR,nep,COLR-RKm22.5_61,nepCOLRCOLR-RKm22.5_61,Underwater mooring,9.1,COLR-RKm22.5_61,46.24051,-123.87495
COLR,nep,COLR-RKm222.1_01,nepCOLRCOLR-RKm222.1_01,Underwater mooring,14,COLR-RKm222.1_01,45.59295,-122.07965
COLR,nep,COLR-RKm222.1_02,nepCOLRCOLR-RKm222.1_02,Underwater mooring,13,COLR-RKm222.1_02,45.59673,-122.07875
COLR,nep,COLR-RKm223.7_01,nepCOLRCOLR-RKm223.7_01,Underwater mooring,15.5,COLR-RKm223.7_01,45.60124,-122.05756
COLR,nep,COLR-RKm223.7_02,nepCOLRCOLR-RKm223.7_02,Underwater mooring,24.7,COLR-RKm223.7_02,45.60329,-122.06081
COLR,nep,COLR-RKm225.3_01,nepCOLRCOLR-RKm225.3_01,Underwater mooring,28.3,COLR-RKm225.3_01,45.60778,-122.0426
COLR,nep,COLR-RKm225.3_02,nepCOLRCOLR-RKm225.3_02,Underwater mooring,22.9,COLR-RKm225.3_02,45.61043,-122.04369
COLR,nep,COLR-RKm339.6_01,nepCOLRCOLR-RKm339.6_01,Underwater mooring,11,COLR-RKm339.6_01,45.68748,-120.78551
COLR,nep,COLR-RKm339.6_02,nepCOLRCOLR-RKm339.6_02,Underwater mooring,20.3,COLR-RKm339.6_02,45.68924,-120.78617
COLR,nep,COLR-RKm341.2_01,nepCOLRCOLR-RKm341.2_01,Underwater mooring,11.5,COLR-RKm341.2_01,45.68966,-120.77738
COLR,nep,COLR-RKm341.2_02,nepCOLRCOLR-RKm341.2_02,Underwater mooring,15.2,COLR-RKm341.2_02,45.69184,-120.77895
COLR,nep,COLR-RKm350.8_01,nepCOLRCOLR-RKm350.8_01,Underwater mooring,31.1,COLR-RKm350.8_01,45.73019,-120.65994
COLR,nep,COLR-RKm350.8_02,nepCOLRCOLR-RKm350.8_02,Underwater mooring,38.4,COLR-RKm350.8_02,45.7319,-120.66227
COLR,nep,COLR-RKm350.8_03,nepCOLRCOLR-RKm350.8_03,Underwater mooring,36.6,COLR-RKm350.8_03,45.73362,-120.66492
COLR,nep,COLR-RKm350.8_04,nepCOLRCOLR-RKm350.8_04,Underwater mooring,34.7,COLR-RKm350.8_04,45.73549,-120.66737
COLR,nep,COLR-RKm497.3_01,nepCOLRCOLR-RKm497.3_01,Underwater mooring,15,COLR-RKm497.3_01,45.99549,-118.98534
COLR,nep,COLR-RKm497.3_02,nepCOLRCOLR-RKm497.3_02,Underwater mooring,19.4,COLR-RKm497.3_02,45.99629,-118.98914
COLR,nep,COLR-RKm497.3_03,nepCOLRCOLR-RKm497.3_03,Underwater mooring,11.7,COLR-RKm497.3_03,45.99722,-118.99301
COLR,nep,COLR-RKm497.3_04,nepCOLRCOLR-RKm497.3_04,Underwater mooring,15,COLR-RKm497.3_04,45.9983,-118.99724
COLR,nep,COLR-RKm503.7_01,nepCOLRCOLR-RKm503.7_01,Underwater mooring,16.3,COLR-RKm503.7_01,46.04068,-118.94288
COLR,nep,COLR-RKm503.7_02,nepCOLRCOLR-RKm503.7_02,Underwater mooring,14.1,COLR-RKm503.7_02,46.04058,-118.94703
COLR,nep,COLR-RKm503.7_03,nepCOLRCOLR-RKm503.7_03,Underwater mooring,13.9,COLR-RKm503.7_03,46.04062,-118.94982
COLR,nep,COLR-RKm503.7_04,nepCOLRCOLR-RKm503.7_04,Underwater mooring,10.2,COLR-RKm503.7_04,46.04048,-118.95338
COLR,nep,COLR-RKm676_01,nepCOLRCOLR-RKm676_01,Underwater mooring,16.6,COLR-RKm676_01,46.68279,-117.63104
COLR,nep,COLR-RKm676_02,nepCOLRCOLR-RKm676_02,Underwater mooring,11.7,COLR-RKm676_02,46.68377,-117.62903
COLR,nep,COLR-RKm681_01,nepCOLRCOLR-RKm681_01,Underwater mooring,13.2,COLR-RKm681_01,46.67708,-117.56815
COLR,nep,COLR-RKm681_02,nepCOLRCOLR-RKm681_02,Underwater mooring,15,COLR-RKm681_02,46.67856,-117.56833
COLR,nep,COLR-RKm7.7_01,nepCOLRCOLR-RKm7.7_01,Underwater mooring,8.2,COLR-RKm7.7_01,46.2405,-124.00087
COLR,nep,COLR-RKm7.7_02,nepCOLRCOLR-RKm7.7_02,Underwater mooring,12.8,COLR-RKm7.7_02,46.2441,-124.00328
COLR,nep,COLR-RKm7.7_03,nepCOLRCOLR-RKm7.7_03,Underwater mooring,19.2,COLR-RKm7.7_03,46.24807,-124.00502
COLR,nep,COLR-RKm7.7_04,nepCOLRCOLR-RKm7.7_04,Underwater mooring,22.9,COLR-RKm7.7_04,46.25126,-124.00638
COLR,nep,COLR-RKm7.7_05,nepCOLRCOLR-RKm7.7_05,Underwater mooring,23.8,COLR-RKm7.7_05,46.25433,-124.00805
COLR,nep,COLR-RKm7.7_06,nepCOLRCOLR-RKm7.7_06,Underwater mooring,29.3,COLR-RKm7.7_06,46.25797,-124.0095
COLR,nep,COLR-RKm7.7_07,nepCOLRCOLR-RKm7.7_07,Underwater mooring,13.2,COLR-RKm7.7_07,46.2617,-124.01084
COLR,nep,COLR-RKm7.7_08,nepCOLRCOLR-RKm7.7_08,Underwater mooring,9.5,COLR-RKm7.7_08,46.26888,-124.00354
COLR,nep,COLR-RKm7.7_09,nepCOLRCOLR-RKm7.7_09,Underwater mooring,21.9,COLR-RKm7.7_09,46.26118,-124.01115
COLR,nep,COLR-RKm8.8_01,nepCOLRCOLR-RKm8.8_01,Underwater mooring,7.3,COLR-RKm8.8_01,46.23183,-123.99114
COLR,nep,COLR-RKm8.8_02,nepCOLRCOLR-RKm8.8_02,Underwater mooring,14.6,COLR-RKm8.8_02,46.23503,-123.98869
COLR,nep,COLR-RKm8.8_03,nepCOLRCOLR-RKm8.8_03,Underwater mooring,12.4,COLR-RKm8.8_03,46.23915,-123.98744
COLR,nep,COLR-RKm8.8_04,nepCOLRCOLR-RKm8.8_04,Underwater mooring,8.6,COLR-RKm8.8_04,46.24291,-123.98755
COLR,nep,COLR-RKm8.8_05,nepCOLRCOLR-RKm8.8_05,Underwater mooring,9.5,COLR-RKm8.8_05,46.24751,-123.98748
COLR,nep,COLR-RKm8.8_06,nepCOLRCOLR-RKm8.8_06,Underwater mooring,20.1,COLR-RKm8.8_06,46.25122,-123.98785
COLR,nep,COLR-RKm8.8_07,nepCOLRCOLR-RKm8.8_07,Underwater mooring,17.9,COLR-RKm8.8_07,46.25505,-123.98895
COLR,nep,COLR-RKm8.8_08,nepCOLRCOLR-RKm8.8_08,Underwater mooring,7.9,COLR-RKm8.8_08,46.25837,-123.98997
COLR,nep,COLR-RKm8.8_09,nepCOLRCOLR-RKm8.8_09,Underwater mooring,7.5,COLR-RKm8.8_09,46.25827,-123.98925
COLR,nep,COLR-RKm86.6_01,nepCOLRCOLR-RKm86.6_01,Underwater mooring,7.9,COLR-RKm86.6_01,46.18307,-123.17229
COLR,nep,COLR-RKm86.6_02,nepCOLRCOLR-RKm86.6_02,Underwater mooring,11.2,COLR-RKm86.6_02,46.18485,-123.17393
COLR,nep,COLR-RKm86.6_03,nepCOLRCOLR-RKm86.6_03,Underwater mooring,17.6,COLR-RKm86.6_03,46.18803,-123.17374
COLR,nep,COLR-RKm87.2_01,nepCOLRCOLR-RKm87.2_01,Underwater mooring,11.3,COLR-RKm87.2_01,46.18721,-123.16747
COLR,nep,COLR-RKm87.5_01,nepCOLRCOLR-RKm87.5_01,Underwater mooring,11.3,COLR-RKm87.5_01,46.188,-123.16145
COLR,nep,COLR-RKm87.5_02,nepCOLRCOLR-RKm87.5_02,Underwater mooring,18.7,COLR-RKm87.5_02,46.19061,-123.16289
COQT,nep,COQUITLAM001,nepCOQTCOQUITLAM001,Underwater mooring,5,COQUITLAM001,49.35468,-122.77708
COQT,nep,COQUITLAM002,nepCOQTCOQUITLAM002,Underwater mooring,3,COQUITLAM002,49.35522,-122.77975
COQT,nep,COQUITLAM003,nepCOQTCOQUITLAM003,Underwater mooring,15,COQUITLAM003,49.36893,-122.78915
COQT,nep,COQUITLAM004,nepCOQTCOQUITLAM004,Underwater mooring,27,COQUITLAM004,49.3678,-122.79265
COQT,nep,COQUITLAM005,nepCOQTCOQUITLAM005,Underwater mooring,42,COQUITLAM005,49.3767,-122.80287
COQT,nep,COQUITLAM006,nepCOQTCOQUITLAM006,Underwater mooring,43,COQUITLAM006,49.40462,-122.78735
COQT,nep,COQUITLAM007,nepCOQTCOQUITLAM007,Underwater mooring,135,COQUITLAM007,49.40287,-122.78325
COQT,nep,COQUITLAM008,nepCOQTCOQUITLAM008,Underwater mooring,13,COQUITLAM008,49.4407,-122.77237
COQT,nep,COQUITLAM009,nepCOQTCOQUITLAM009,Underwater mooring,87,COQUITLAM009,49.4278,-122.76525
COQT,nep,COQUITLAM010,nepCOQTCOQUITLAM010,Underwater mooring,79,COQUITLAM010,49.42865,-122.771
COQT,nep,COQUITLAM011,nepCOQTCOQUITLAM011,Underwater mooring,19,COQUITLAM011,49.3641,-122.85433
COWR,nep,COWICHAN001,nepCOWRCOWICHAN001,Underwater mooring,0.9,COWICHAN001,48.77226,-123.68502
COWR,nep,COWICHAN002,nepCOWRCOWICHAN002,Underwater mooring,0.9,COWICHAN002,48.77199,-123.68654
CPELIZ,nep,CAP_ELIZ001,nepCPELIZCAP_ELIZ001,Underwater mooring,4,CAP_ELIZ001,47.39595,-124.3339
CPELIZ,nep,CAP_ELIZ002,nepCPELIZCAP_ELIZ002,Underwater mooring,10,CAP_ELIZ002,47.39428,-124.34475
CPELIZ,nep,CAP_ELIZ003,nepCPELIZCAP_ELIZ003,Underwater mooring,14,CAP_ELIZ003,47.39313,-124.35584
CPELIZ,nep,CAP_ELIZ004,nepCPELIZCAP_ELIZ004,Underwater mooring,17,CAP_ELIZ004,47.3903,-124.36655
CPELIZ,nep,CAP_ELIZ005,nepCPELIZCAP_ELIZ005,Underwater mooring,19,CAP_ELIZ005,47.3869,-124.37678
CPELIZ,nep,CAP_ELIZ006,nepCPELIZCAP_ELIZ006,Underwater mooring,19,CAP_ELIZ006,47.38388,-124.38752
CPELIZ,nep,CAP_ELIZ007,nepCPELIZCAP_ELIZ007,Underwater mooring,19,CAP_ELIZ007,47.38176,-124.39863
CPELIZ,nep,CAP_ELIZ008,nepCPELIZCAP_ELIZ008,Underwater mooring,21,CAP_ELIZ008,47.37771,-124.40855
CPELIZ,nep,CAP_ELIZ009,nepCPELIZCAP_ELIZ009,Underwater mooring,24,CAP_ELIZ009,47.37627,-124.41971
CPELIZ,nep,CAP_ELIZ010,nepCPELIZCAP_ELIZ010,Underwater mooring,29,CAP_ELIZ010,47.37539,-124.43096
CPELIZ,nep,CAP_ELIZ011,nepCPELIZCAP_ELIZ011,Underwater mooring,32,CAP_ELIZ011,47.37405,-124.44209
CPELIZ,nep,CAP_ELIZ012,nepCPELIZCAP_ELIZ012,Underwater mooring,35,CAP_ELIZ012,47.37234,-124.4532
CULT,nep,SWELTZER001,nepCULTSWELTZER001,Underwater mooring,0.5,SWELTZER001,49.07766,-121.97813
ENGR,nep,ENGLISHMAN001,nepENGRENGLISHMAN001,Underwater mooring,32,ENGLISHMAN001,49.33667,-124.29803
ENGR,nep,ENGLISHMAN002,nepENGRENGLISHMAN002,Underwater mooring,32,ENGLISHMAN002,49.33464,-124.30659
ENGR,nep,ENGLISHMAN003,nepENGRENGLISHMAN003,Underwater mooring,Null,ENGLISHMAN003,49.31011,-124.2836
FRASER,nep,DERBY-RKm51.3_01,nepFRASERDERBY-RKm51.3_01,Underwater mooring,1.5,DERBY-RKm51.3_01,49.20158,-122.596
FRASER,nep,DERBY-RKm51.3_02,nepFRASERDERBY-RKm51.3_02,Underwater mooring,1.5,DERBY-RKm51.3_02,49.20415,-122.59087
FRASER,nep,DERBY-RKm51.3_03,nepFRASERDERBY-RKm51.3_03,Underwater mooring,15.5,DERBY-RKm51.3_03,49.20442,-122.5948
FRASER,nep,DERBY-RKm51.3_04,nepFRASERDERBY-RKm51.3_04,Underwater mooring,11.9,DERBY-RKm51.3_04,49.20514,-122.59408
FRASER,nep,FRASER163,nepFRASERFRASER163,Underwater mooring,Null,FRASER163,49.23553,-121.96431
FRASER,nep,FRASER164,nepFRASERFRASER164,Underwater mooring,Null,FRASER164,49.29075,-121.881
FRASER,nep,FRASER165,nepFRASERFRASER165,Underwater mooring,Null,FRASER165,49.3155,-121.80394
FRASER,nep,FRASER166,nepFRASERFRASER166,Underwater mooring,Null,FRASER166,51.18544,-122.12569
FRASER,nep,FRASER167,nepFRASERFRASER167,Underwater mooring,Null,FRASER167,51.62772,-124.14219
FRASER,nep,FRASER168,nepFRASERFRASER168,Underwater mooring,Null,FRASER168,52.61369,-121.55792
FRASER,nep,FRASER169,nepFRASERFRASER169,Underwater mooring,Null,FRASER169,50.82889,-119.6955
FRASER,nep,FRASER170,nepFRASERFRASER170,Underwater mooring,Null,FRASER170,50.88597,-119.55531
FRASER,nep,FRASER171,nepFRASERFRASER171,Underwater mooring,Null,FRASER171,50.89108,-119.53592
FRASER,nep,FRASER172,nepFRASERFRASER172,Underwater mooring,Null,FRASER172,50.89736,-119.54708
FRASER,nep,FRASER173,nepFRASERFRASER173,Underwater mooring,Null,FRASER173,50.83703,-119.00133
FRASER,nep,FRASER174,nepFRASERFRASER174,Underwater mooring,Null,FRASER174,50.79381,-118.99961
FRASER,nep,FRASER175,nepFRASERFRASER175,Underwater mooring,Null,FRASER175,50.77028,-120.81306
FRASER,nep,FRASER176,nepFRASERFRASER176,Underwater mooring,Null,FRASER176,50.35892,-121.39719
FRASER,nep,FRASER177,nepFRASERFRASER177,Underwater mooring,Null,FRASER177,50.68403,-120.36144
FRASER,nep,FRASER178,nepFRASERFRASER178,Underwater mooring,Null,FRASER178,50.86864,-119.59897
FRASER,nep,MISSION-RKm76.8_01,nepFRASERMISSION-RKm76.8_01,Underwater mooring,3.7,MISSION-RKm76.8_01,49.12766,-122.30298
FRASER,nep,MISSION-RKm76.8_02,nepFRASERMISSION-RKm76.8_02,Underwater mooring,4.6,MISSION-RKm76.8_02,49.12325,-122.3004
FRASER,nep,MISSION-RKm77.1_02,nepFRASERMISSION-RKm77.1_02,Underwater mooring,7.626,MISSION-RKm77.1_02,49.12902,-122.29969
FRASER,nep,MISSION-RKm79.7_01,nepFRASERMISSION-RKm79.7_01,Underwater mooring,4,MISSION-RKm79.7_01,49.13608,-122.27463
FRASER,nep,MISSION-RKm79.7_02,nepFRASERMISSION-RKm79.7_02,Underwater mooring,4,MISSION-RKm79.7_02,49.14237,-122.27018
FRASER,nep,NORTHARM-RKm17.3_01,nepFRASERNORTHARM-RKm17.3_01,Underwater mooring,3,NORTHARM-RKm17.3_01,49.19002,-123.00149
FRASER,nep,NORTHARM-RKm17.3_02,nepFRASERNORTHARM-RKm17.3_02,Underwater mooring,1.5,NORTHARM-RKm17.3_02,49.19116,-122.99898
FRASER,nep,NORTHARM-RKm17.8_01,nepFRASERNORTHARM-RKm17.8_01,Underwater mooring,3.7,NORTHARM-RKm17.8_01,49.18663,-122.99635
FRASER,nep,NORTHARM-RKm17.8_02,nepFRASERNORTHARM-RKm17.8_02,Underwater mooring,5.5,NORTHARM-RKm17.8_02,49.18792,-122.995
